GLOTTOCODE	NAME	FAMILY	MACROAREA	LATITUDE	LONGITUDE
katc1249	Katcha-Kadugli-Miri	Kadugli-Krongo	Africa	10.8423	29.4914
katc1250	Katcha	Kadugli-Krongo	Africa		
kaum1238	Kauma	Atlantic-Congo	Africa		
kaur1267	Kaurna	Pama-Nyungan	Australia	-34.34966141	138.4800794
kawa1283	Kawaiisu	Uto-Aztecan	North America	36.0538	-118.679
kawa1290	Kawarrang-Ogh Undjan	Pama-Nyungan	Australia	-16.1	142.5
kaxa1239	Kaxararí	Pano-Tacanan	South America	-9.47288	-66.3329
kaxu1237	Kaxuiâna	Cariban	South America	2.17138	-55.9101
kaya1319	Kayardild	Tangkic	Australia	-17.0695	139.489
kaya1329	Kayabí	Tupian	South America	-11.2747	-55.5479
kaya1330	Kayapó	Nuclear-Macro-Je	South America	-7.77352	-51.6737
kayt1238	Kaytetye	Pama-Nyungan	Australia	-21.5844	133.602
keda1250	Kedayan	Austronesian	Papunesia		
keig1242	Keiga	Kadugli-Krongo	Africa	11.2064	29.3889
kekc1242	Kekchí	Mayan	North America	15.3788	-89.2452
kela1255	Kela (Papua New Guinea)	Austronesian	Papunesia	-7.47103	147.173
kele1255	Kele-Foma	Atlantic-Congo	Africa	0.36906	24.3098
keli1248	Keliko	Central Sudanic	Africa	3.56039	30.556
keme1240	Kemezung	Atlantic-Congo	Africa	6.69577	10.4984
kens1251	Kenswei Nsei	Atlantic-Congo	Africa	6.01713	10.412
keny1279	Kenyang	Atlantic-Congo	Africa	5.58288	9.55918
keoo1238	Ke'o	Austronesian	Papunesia	-8.8704	121.256
kera1255	Kera	Afro-Asiatic	Africa	9.88165	15.1419
kera1256	Keramin	Pama-Nyungan			
kete1252	Kete	Atlantic-Congo	Africa	-7.15104	22.9027
kett1243	Ket	Yeniseian	Eurasia	63.7551	87.5466
kgal1244	Kgalagadi	Atlantic-Congo	Africa	-24.9208	22.72016
khak1248	Khakas	Turkic	Eurasia	50.7393	107.169
khal1271	Khalkhal	Indo-European	Eurasia		
kham1282	Khams Tibetan	Sino-Tibetan	Eurasia	31.9313	91.7062
khan1273	Kazym-Berezover-Suryskarer Khanty	Uralic	Eurasia	62.4308	66.1218
khar1287	Kharia	Austroasiatic	Eurasia	22.3571	84.3922
khas1269	Khasi	Austroasiatic	Eurasia	24.977	91.9998
khez1235	Khezha Naga	Sino-Tibetan	Eurasia	25.7078	94.3114
khit1238	Khithaulhu	Nambiquaran	South America		
khmu1256	Khmu	Austroasiatic	Eurasia	20.2463	101.671
kich1262	K'iche'	Mayan	North America	14.5278	-91.1696
kiku1240	Kikuyu	Atlantic-Congo	Africa	-0.29005	36.719
kild1236	Kildin Saami	Uralic	Eurasia	68.2158	35.8348
kima1244	Kimaragang	Austronesian	Papunesia	6.61982	116.96
kima1246	Kimaama	Kolopom	Papunesia	-8.01899	138.355
kinn1249	Kinnauri	Sino-Tibetan	Eurasia	31.3688	78.3148
kiny1244	Kinyarwanda	Atlantic-Congo	Africa	-1.56771	29.6441
kiow1266	Kiowa	Kiowa-Tanoan	North America	34.9403	-98.9042
kips1239	Kipsigis	Nilotic	Africa	-0.35774	35.258532
kirg1245	Kirghiz	Turkic	Eurasia	42.0	74.0
kiri1254	Kirike	Ijoid	Africa	4.41126	6.98938
kisa1263	Kisa	Atlantic-Congo	Africa	0.1529	34.5708
kist1241	Kistane	Afro-Asiatic	Africa	8.33561	38.4763
kita1249	Kita Maninkakan	Mande	Africa	13.1798	-9.49151
kitj1240	Kitja	Jarrakan	Australia	-17.5758	127.392
kitu1245	Kituba (Congo)	Atlantic-Congo	Africa	-4.15654	14.5648
kitu1246	Kituba (Democratic Republic of Congo)	Atlantic-Congo	Africa	-2.29601	17.1548
klam1254	Klamath-Modoc	(isolate or unclassified)	North America	42.5861	-121.704
klao1243	Klao	Atlantic-Congo	Africa	6.87233	-10.9214
koal1240	Koalib-Rere	Heibanic	Africa	11.69648	30.47166
koas1236	Koasati	Muskogean	North America	30.4096	-92.709
koda1255	Kodava	Dravidian	Eurasia	12.2443	75.9161
kofy1242	Pan	Afro-Asiatic	Africa	8.79947	9.15279
koho1244	Koho	Austroasiatic	Eurasia	11.6444	108.057
kohu1244	Kohumono	Atlantic-Congo	Africa	5.92596	7.96202
koka1244	Kokata	Pama-Nyungan	Australia	-31.2052	136.813
kokb1239	Kok Borok	Sino-Tibetan	Eurasia	23.1916	91.4673
kokn1236	Kok-Nar	Pama-Nyungan	Australia	-16.181	141.608
koko1269	Kokota	Austronesian	Papunesia	-8.16481	159.191
komc1235	Kom (Cameroon)	Atlantic-Congo	Africa	6.2596	10.3348
komi1268	Komi-Zyrian	Uralic	Eurasia	64.0527	54.946
komi1269	Komi-Permyak	Uralic	Eurasia	59.6602	54.7959
komi1277	Komi-Yazva	Uralic	Eurasia	60.717	55.756
komo1258	Komo (Sudan)	Koman	Africa	8.94162	34.0939
komo1260	Komo (Democratic Republic of Congo)	Atlantic-Congo	Africa	-0.76333	26.7144
kond1295	Konda-Dora	Dravidian	Eurasia	18.26754	82.93402
kond1303	Konda	Konda-Yahadian	Papunesia	-1.82635	132.06
konk1267	Maharashtrian Konkani	Indo-European	Eurasia	19.2414	73.9166
konk1269	Konkomba	Atlantic-Congo	Africa	9.82224	0.2783
konn1242	Konni	Atlantic-Congo	Africa	10.2368	-1.54376
koon1245	Koonzime	Atlantic-Congo	Africa	3.25933	13.54152
koor1239	Koorete	Ta-Ne-Omotic	Africa	5.80545	37.8679
kora1295	Korafe	Nuclear Trans New Guinea	Papunesia		
kore1280	Korean	Koreanic	Eurasia	37.5	128.0
kore1283	Koreguaje	Tucanoan	South America	0.92316	-75.3475
kork1243	Korku	Austroasiatic	Eurasia	21.8358	77.5541
korr1238	Korra Koraga	Dravidian	Eurasia	12.9163	75.2
koru1247	Korubo	Pano-Tacanan	South America	-5.3655	-70.5094
kory1246	Koryak	Chukotko-Kamchatkan	Eurasia	63.8977	166.695
kosh1246	Koshin	Atlantic-Congo	Africa	6.5817	10.299
kota1263	Kota (India)	Dravidian	Eurasia	11.4978	76.9387
kota1272	Kotafon Gbe	Atlantic-Congo	Africa	6.64027	1.72346
koya1251	Koya	Dravidian	Eurasia	17.6772	81.2096
koya1253	Koyaga	Mande	Africa	8.29177	-6.23255
koyr1240	Koyra Chiini Songhay	Songhay	Africa	16.192	-3.73962
koyr1242	Koyraboro Senni Songhai	Songhay	Africa	16.9634	-0.55187
kpan1246	Kpan	Atlantic-Congo	Africa	7.58343	10.1642
krac1238	Krache	Atlantic-Congo	Africa	7.93475	0.01925
krah1246	Krahô	Nuclear-Macro-Je	South America	-8.01172	-47.5774
kren1239	Krenak	Nuclear-Macro-Je	South America	-18.9988	-41.2299
krik1239	Krikati-Timbira	Nuclear-Macro-Je	South America	-5.94252	-46.7504
krim1238	Krim	Atlantic-Congo	Africa	7.24116	-11.8393
krio1253	Krio	Indo-European	Africa	10.8811	-14.3204
kris1246	I'saka	Sko	Papunesia	-2.80084	141.303
kron1241	Krongo	Kadugli-Krongo	Africa	10.514	30.003
kuan1247	Kuanyama	Atlantic-Congo	Africa	-17.7176	16.58
kuay1244	Kuay	Austroasiatic	Eurasia		
kuii1252	Kui (India)	Dravidian	Eurasia	19.2043	83.5859
kuik1246	Kuikúro-Kalapálo	Cariban	South America	-12.3035	-53.2261
kuka1246	Kukatja	Pama-Nyungan	Australia	-20.3321	127.666
kuku1273	Kuku-Yalanji	Pama-Nyungan	Australia	-16.0036	145.188
kulu1253	Kulung (Nepal)	Sino-Tibetan	Eurasia	27.1606	87.5717
kuma1273	Kumaoni	Indo-European	Eurasia	29.5622	80.0171
kumb1268	Kumbainggar	Pama-Nyungan	Australia	-29.8189	152.913
kumi1248	Tipai	Cochimi-Yuman	North America	32.331	-116.604
kumy1244	Kumyk	Turkic	Eurasia	43.0	47.0
kumz1235	Kumzari	Indo-European	Eurasia	26.1602	56.4202
kuna1268	Kunama	(isolate or unclassified)	Africa	14.5879	37.5292
kung1258	Kunggari	Pama-Nyungan	Australia	-24.2182	143.222
kung1259	Kungarakany	(isolate or unclassified)	Australia	-12.7	130.881
kung1261	North-Central Ju	Kxa	Africa	-21.92	18.0
kuni1267	Kunimaipa	Goilalan	Papunesia	-8.09371	146.908
kuni1268	Kunigami	Japonic	Eurasia	26.5911	128.068
kunj1245	Kunjen	Pama-Nyungan	Australia	-16.6807	143.53
kuny1238	Kunyi	Atlantic-Congo	Africa	-3.69702	12.5197
kunz1244	Kunza	(isolate or unclassified)	South America	-23.0	-69.0
kuoo1238	Kuo	Atlantic-Congo	Africa	7.97771	15.4843
kuot1243	Kuot	(isolate or unclassified)	Papunesia	-3.06952	151.537
kupa1239	Kupang Malay	Austronesian	Papunesia	-10.2526	123.63
kups1238	Kupsabiny	Nilotic	Africa	1.33197	34.5991
kura1250	Kuranko	Mande	Africa	9.49325	-10.6122
kuri1259	Kuria	Atlantic-Congo	Africa	-1.50636	34.5049
kurr1243	Kurrama	Pama-Nyungan	Australia	-22.2134	117.51
kurt1248	Kurtokha	Sino-Tibetan	Eurasia	27.5365	90.9822
kuru1302	Kurukh	Dravidian	Eurasia	24.4644	86.4657
kuru1309	Kuruáya	Tupian	South America	-3.09561	-52.2303
kusa1250	Kusaal	Atlantic-Congo	Africa	10.9703	-0.38756
kusu1250	Kusunda	(isolate or unclassified)	Eurasia	29.1766	80.6309
kute1248	Kutep	Atlantic-Congo	Africa	7.07479	10.0916
kuth1240	Kuthant	Pama-Nyungan	Australia	-17.4566	140.958
kuuk1238	Kuuku-Ya'u	Pama-Nyungan	Australia	-12.4947	143.165
kuun1236	Kuungkari of Barcoo River	Pama-Nyungan	Australia	-24.75108713	143.5365228
kuvi1243	Kuvi	Dravidian	Eurasia	18.8832	83.7552
kuwa1246	Kuwaataay	Atlantic-Congo	Africa	12.48255	-16.74835
kwai1243	Kwaio	Austronesian	Papunesia	-8.93744	160.965
kwak1269	Kwak'wala	Wakashan	North America	50.9269	-127.308
kwam1249	Kwama	Koman	Africa	9.50836	34.2457
kwam1250	Kwami	Atlantic-Congo	Africa	-1.53712	27.4633
kwam1251	Kwambi	Atlantic-Congo	Africa	-18.0339	15.7294
kwan1273	Kwangali	Atlantic-Congo	Africa	-17.9026	19.256
kwan1276	Kwanja	Atlantic-Congo	Africa	6.30293	11.6931
kway1241	Kwaya	Atlantic-Congo	Africa	-1.80737	33.71
kwaz1243	Kwaza	(isolate or unclassified)	South America	-11.6667	-61.1833
kwes1244	Kwese	Atlantic-Congo	Africa	-5.60445	18.5759
kwin1241	Kwini	Worrorran	Australia	-14.2515	126.562
kwom1262	Kwoma	Sepik	Papunesia	-4.08721	142.664
kyen1242	Kyenga	Mande	Africa	11.5953	3.58651
kyer1238	Kyerung	Sino-Tibetan	Eurasia	28.2922	85.4257
lada1244	Leh-Kenhat	Sino-Tibetan	Eurasia	33.468	80.6013
ladi1251	Ladino	Indo-European	Eurasia	41.205	28.6632
ladj1234	Ladji Ladji	Pama-Nyungan	Australia		
lagw1237	Lagwan	Afro-Asiatic	Africa	11.5592	14.9884
lahu1253	Lahu	Sino-Tibetan	Eurasia	21.2701	100.214
lake1258	Lake Miwok	Miwok-Costanoan	North America	39.0021	-122.621
lakk1238	Lakkia	Tai-Kadai	Eurasia	24.1169	110.106
lakk1252	Lak	Nakh-Daghestanian	Eurasia	42.1328	47.0809
lako1244	Lakota Dida	Atlantic-Congo	Africa	5.86012	-5.40633
lako1247	Lakota	Siouan	North America	46.3699	-103.95
lama1275	Lama (Togo)	Atlantic-Congo	Africa	8.66954	0.833293
lama1288	Lamang	Afro-Asiatic	Africa	11.0243	13.7362
lamb1269	Lambadi	Indo-European	Eurasia	16.5734	76.9717
lamb1276	Lambayeque Quechua	Quechuan	South America	-6.1715	-79.468
lamn1239	Lamnso'	Atlantic-Congo	Africa	6.39743	11.0684
lamu1254	Lamalama	Pama-Nyungan	Australia	-14.559	143.977
lang1320	Langi	Atlantic-Congo	Africa	-4.71413	35.9517
lang1322	Lango (Sudan)	Nilotic	Africa	4.04948	33.0412
lang1324	Lango (Uganda)	Nilotic	Africa	2.13867	33.0553
laoo1244	Lao	Tai-Kadai	Eurasia	16.0726	104.568
lara1258	Laragia	(isolate or unclassified)	Australia	-12.4111	130.922
lara1260	Larantuka Malay	Austronesian	Papunesia	-8.4746	122.7619
lard1243	Lardil	Tangkic	Australia	-16.56152	139.4343
latu1238	Latundê	Nambiquaran	South America	-12.608792	-60.422423
lave1249	Brao	Austroasiatic	Eurasia	14.5994	107.008
lavu1241	Lavukaleve	(isolate or unclassified)	Papunesia	-9.05569	159.119
lazz1240	Laz	Kartvelian	Eurasia	41.5004	41.9096
leal1235	Lealao Chinantec	Otomanguean	North America	17.3162	-95.9265
leco1242	Leco	(isolate or unclassified)	South America	-15.0092	-67.8818
lega1249	Lega-Shabunda	Atlantic-Congo	Africa	-3.83196	27.1424
legb1242	Legbo	Atlantic-Congo	Africa	6.02645	7.98385
lele1264	Lelemi	Atlantic-Congo	Africa	7.34549	0.50746
lele1266	Lele (Guinea)	Mande	Africa	8.98043	-10.371
lele1276	Lele (Chad)	Afro-Asiatic	Africa	9.158	15.81149
lena1238	Lenakel	Austronesian	Papunesia	-19.4763	169.261
lend1245	Lendu	Central Sudanic	Africa	2.1898	30.6794
leng1258	Lengola	Atlantic-Congo	Africa	-1.95874	25.3343
leni1238	Linngithigh	Pama-Nyungan	Australia	-12.771375	141.962
lepc1244	Lepcha	Sino-Tibetan	Eurasia	27.0869	88.5726
lese1243	Lese	Central Sudanic	Africa	1.3	29.3
leti1246	Leti (Indonesia)	Austronesian	Papunesia	-8.19808	127.674
lezg1247	Lezgian	Nakh-Daghestanian	Eurasia	41.5157	47.8951
libe1240	Kru Pidgin English	Pidgin	Africa	6.423	-10.5284
libe1247	Liberia Kpelle	Mande	Africa	6.92048	-9.96128
liby1240	Libyan Arabic	Afro-Asiatic	Africa	22.0032	15.0014
ligb1244	Ligbi	Mande	Africa	7.94291	-2.56353
ligu1248	Ligurian	Indo-European	Eurasia	44.0816	7.90522
liji1238	Lijili	Atlantic-Congo	Africa	8.52193	8.35562
lika1243	Liko	Atlantic-Congo	Africa	2.13777	27.6088
limb1268	Limbum	Atlantic-Congo	Africa	6.58608	10.9802
ling1263	Lingala	Atlantic-Congo	Africa	1.40324	19.7829
lish1246	Lishán Didán	Afro-Asiatic	Eurasia	38.0	47.0
lisu1250	Lisu	Sino-Tibetan	Eurasia	22.5488	94.0184
lith1251	Lithuanian	Indo-European	Eurasia	55.1429	23.9601
livv1244	Liv	Uralic	Eurasia	57.566	22.0262
lizu1234	Lizu	Sino-Tibetan	Eurasia	28.333425	101.350309
logb1245	Logba	Atlantic-Congo	Africa	6.92838	0.43068
logo1259	Logo	Central Sudanic	Africa	3.32608	29.8866
loko1255	Loko	Mande	Africa	9.11838	-12.1583
loma1260	Loma (Liberia)	Mande	Africa	7.91585	-9.69906
long1387	Longto	Atlantic-Congo	Africa	8.33313	13.0568
loni1238	Loniu	Austronesian	Papunesia	-2.06124	147.35
loth1237	Lotha Naga	Sino-Tibetan	Eurasia	26.01396	94.04355
lowa1242	Lowa	Sino-Tibetan	Eurasia	29.0324	83.8959
lowe1385	Lower Sorbian	Indo-European	Eurasia	51.6621	13.9407
lowe1402	Lower Riverland	Pama-Nyungan	Australia		
lowe1415	Lower Grand Valley Dani	Nuclear Trans New Guinea	Papunesia	-4.25684	138.992
lowe1436	Lower Southern Aranda	Pama-Nyungan	Australia	-26.3	135.4
loxi1235	Loxicha Zapotec	Otomanguean	North America	15.8442	-96.6997
luch1239	Luchazi	Atlantic-Congo	Africa	-14.0648	22.2437
lugb1240	Lugbara	Central Sudanic	Africa	3.02245	30.8642
luis1253	Luiseno	Uto-Aztecan	North America	33.3184	-116.939
lukp1238	Lukpa	Atlantic-Congo	Africa	9.51949	1.66954
lumu1239	Lumun	Narrow Talodi	Africa	10.8308	30.253
lund1266	Lunda	Atlantic-Congo	Africa	-11.1793	23.8662
luok1236	Luo (Kenya and Tanzania)	Nilotic	Africa	-0.93296	34.4896
lush1249	Mizo	Sino-Tibetan	Eurasia	22.6138	92.6247
lush1252	Northern Lushootseed	Salishan	North America	48.42	-122.529
lusi1240	Lusi	Austronesian	Papunesia	-5.55033	149.148
luth1234	Luthigh	Pama-Nyungan			
luuu1242	Lü	Tai-Kadai	Eurasia	21.0321	101.282
luva1239	Luvale	Atlantic-Congo	Africa	-13.5382	22.2924
luwo1239	Luwo	Nilotic	Africa	7.35089	28.1378
luxe1241	Luxembourgish	Indo-European	Eurasia	49.6839	6.14931
luya1241	Luyi	Atlantic-Congo	Africa	-15.01	22.67
lyel1241	Lyélé	Atlantic-Congo	Africa	12.4305	-2.59229
maas1239	Maasina Fulfulde	Atlantic-Congo	Africa	11.1324	-3.64763
maay1238	Maay	Afro-Asiatic	Africa	3.22288	43.6182
maba1273	Mabaan	Nilotic	Africa	9.81455	33.5404
maba1277	Maba (Chad)	Maban	Africa	12.89147	20.8889
maca1259	Macaguán	Guahiboan	South America	6.34582	-71.2671
maca1260	Maca	Matacoan	South America	-25.0119	-57.3694
mace1250	Macedonian	Indo-European	Eurasia	41.5957	21.7932
mach1266	Machame	Atlantic-Congo	Africa	-3.29385	37.0703
mach1267	Machiguenga	Arawakan	South America	-12.1291	-72.5017
mach1268	Machinere	Arawakan	South America	-10.4804	-69.7683
macu1259	Macushi	Cariban	South America	4.31861	-60.2209
macu1260	Macuna	Tucanoan	South America	-0.14459	-70.0749
mada1282	Mada (Nigeria)	Atlantic-Congo	Africa	9.02294	8.34119
mada1293	Mada (Cameroon)	Afro-Asiatic	Africa	10.8806	14.1142
madh1244	Madhi Madhi	Pama-Nyungan	Australia	-34.5	143.5
madi1260	Ma'di	Central Sudanic	Africa	3.62499	31.8471
madi1261	Madi (Papua New Guinea)	Nuclear Trans New Guinea	Papunesia	-5.63017	146.407
madn1237	Madngele	Eastern Daly	Australia	-13.9479	130.6
mafe1237	Mafea	Austronesian	Papunesia	-15.4316	167.241
maga1260	Magahi	Indo-European	Eurasia	25.0915	85.3335
maib1239	Maybrat-Karon	(isolate or unclassified)	Papunesia	-1.3679	132.591
mait1250	Maithili	Indo-European	Eurasia	26.3817	86.2211
maka1304	Makaa	Atlantic-Congo	Africa	4.15471	13.0789
maka1311	Makasar	Austronesian	Papunesia	-5.65551	119.838
mako1251	Makonde	Atlantic-Congo	Africa	-10.9906	39.5133
maku1278	Makuráp	Tupian	South America	-11.8701	-64.3201
mala1464	Malayalam	Dravidian	Eurasia	9.59208	76.7651
mala1481	Manado Malay	Austronesian	Papunesia	1.48099	124.843
mala1522	Malayo	Chibchan	South America	10.9286	-73.4056
malg1242	Malgana	Pama-Nyungan	Australia	-26.211	114.245
mall1246	Mal	Austroasiatic	Eurasia	19.273	101.204
maln1239	Malngin	Pama-Nyungan	Australia		
malo1243	Tamambo	Austronesian	Papunesia	-15.6835	167.16
malt1254	Maltese	Afro-Asiatic	Eurasia	35.8884	14.4508
maly1234	Malyangapa	Pama-Nyungan	Australia	-29.43	142.0
mama1271	Mamara Senoufo	Atlantic-Congo	Africa	12.4871	-5.28245
mama1278	Mamaindé	Nambiquaran	South America	-12.986439	-60.101072
mamb1294	Mambai	Atlantic-Congo	Africa	9.6121	14.0013
mamb1296	Mambwe-Lungu	Atlantic-Congo	Africa	-8.86817	31.2269
mamm1241	Mam	Mayan	North America	14.8034	-91.7231
mamp1244	Mampruli	Atlantic-Congo	Africa	10.3884	-0.74675
mana1288	Manange	Sino-Tibetan	Eurasia	28.6416	84.0515
mana1295	Manam	Austronesian	Papunesia	-4.07921	145.033
manc1252	Manchu	Tungusic	Eurasia	47.3122	126.557
mand1415	Mandarin Chinese	Sino-Tibetan	Eurasia	40.0209	116.228
mand1436	Mandinka	Mande	Africa	12.8165233333	-15.6539466667
mang1381	Mangarrayi	Mangarrayi-Maran	Australia	-14.7982	133.803
mang1382	Mangerr	Giimbiyu	Australia	-12.2391	132.973
mang1383	Mangala	Pama-Nyungan	Australia	-18.6597	123.769
mang1394	Mangbetu	Central Sudanic	Africa	2.5511	27.0712
mani1292	Manipuri	Sino-Tibetan	Eurasia	24.4409	93.3426
mann1248	Mann	Mande	Africa	7.04616	-8.86405
mans1258	Northern Mansi	Uralic	Eurasia	64.4118	61.344
many1256	Manyjilyjara	Pama-Nyungan	Australia		
many1261	Manya	Mande	Africa	8.56186	-9.44257
maon1238	Mao Naga	Sino-Tibetan	Eurasia	25.3836	94.0035
maor1246	Maori	Austronesian	Papunesia	-38.2881	176.541
mapo1246	Mapoyo	Cariban	South America	5.96952	-67.2581
mapu1245	Mapudungun	Araucanian	South America	-38.7392	-71.277
maqu1238	Maquiritari	Cariban	South America	4.70705	-64.3877
mara1378	Marathi	Indo-European	Eurasia	17.9344	76.6665
mara1385	Marra	Mangarrayi-Maran	Australia	-14.7927	134.865
mara1386	Maranunggu	Western Daly	Australia	-13.6754	130.12
mara1404	Maranao	Austronesian	Papunesia	7.79414	124.175
marg1251	Margu	Marrku-Wurrugu	Australia	-11.1823	132.587
marg1253	Margany	Pama-Nyungan	Australia	-26.789	144.892
marg1265	Marghi Central	Afro-Asiatic	Africa	10.93854	13.0521
mari1417	Marimanindji	Western Daly	Australia	-14.1788	130.561
mari1419	Maringarr	Western Daly	Australia	-14.3819	130.25
mari1424	Marithiel	Western Daly	Australia	-13.8818	130.237
mart1254	Marti Ke	Western Daly	Australia	-14.0058	129.837
mart1255	Martuthunira	Pama-Nyungan	Australia	-20.9294	116.607
marw1260	Marwari (India)	Indo-European	Eurasia	27.002	75.0656
masa1299	Masaaba	Atlantic-Congo	Africa	1.05906	34.2829
masa1300	Masai	Nilotic	Africa	-3.1419	36.4573
matb1237	Matbat	Austronesian	Papunesia	-1.8801	130.075
mati1255	Matís	Pano-Tacanan	South America	-4.3553	-70.2079
mato1253	Mato Grosso Arára	(isolate or unclassified)	South America	-13.175	-55.869
mats1244	Matsés	Pano-Tacanan	South America	-5.73914	-72.6281
matu1259	Matumbi	Atlantic-Congo	Africa	-8.53734	39.0409
maun1240	Mawng	Iwaidjan Proper	Australia	-11.8393	133.185
mawa1270	Mawa (Chad)	Afro-Asiatic	Africa	11.7461	18.2999
maxa1247	Maxakalí	Nuclear-Macro-Je	South America	-16.9402	-40.7891
maya1280	Mayaguduna	Pama-Nyungan	Australia	-18.1147	140.337
mayi1235	Mayi-Yapi	Pama-Nyungan	Australia	-19.25	140.61
mayi1236	Mayi-Kulan	Pama-Nyungan	Australia	-18.56	141.46
mayo1261	Mayogo	Atlantic-Congo	Africa	2.79827	27.8282
maza1291	Mazanderani	Indo-European	Eurasia	36.241	52.3009
mbaa1245	Mba	Atlantic-Congo	Africa	1.06885	25.143
mbab1239	Mbabaram	Pama-Nyungan	Australia	-20.1389	143.438
mbal1255	Mbalanhu	Atlantic-Congo	Africa	-19.593	16.617
mbar1253	Rimanggudhinma	Pama-Nyungan	Australia	-14.529	143.789
mbar1254	Mbara-Yanga	Pama-Nyungan	Australia	-19.29	142.475904
mbay1241	Mbay	Central Sudanic	Africa	8.23066	15.7328
mbee1249	Mbe	Atlantic-Congo	Africa	6.57067	8.82998
mbee1250	Mbe'	Atlantic-Congo	Africa	6.25838	11.0906
mbiy1238	Mbiywom	Pama-Nyungan	Australia	-12.89620501	142.2710997
mboc1235	Mbo (Cameroon)	Atlantic-Congo	Africa	5.13981	9.92766
mbuk1240	Mbukushu	Atlantic-Congo	Africa	-17.6827	22.5026
mbuk1243	Mbuko	Afro-Asiatic	Africa	10.7788	14.1677
mbum1254	Mbum	Atlantic-Congo	Africa	7.5789	14.2722
mbuu1238	Ajumbu	Atlantic-Congo	Africa	6.53792	10.2556
mbya1239	Mbyá Guaraní	Tupian	South America	-26.0188	-52.711
medu1238	Medumba	Atlantic-Congo	Africa	5.10901	10.6118
meen1242	Me'en	Surmic	Africa	6.63207	35.6255
mehi1240	Mehináku	Arawakan	South America	-12.5364	-53.521
mehr1241	Mehri	Afro-Asiatic	Eurasia	21.4268	51.1512
mend1266	Mende (Sierra Leone)	Mande	Africa	7.90935	-10.9926
mere1246	Merey	Afro-Asiatic	Africa	10.7458	14.09
merg1238	Myeik	Sino-Tibetan	Eurasia		
meru1245	Meru	Atlantic-Congo	Africa	0.26484	37.7396
mesc1238	Mescalero-Chiricahua Apache	Athabaskan-Eyak-Tlingit	North America	33.1291	-105.566
mesq1240	Mesqan	Afro-Asiatic	Africa	8.10617	38.3386
meta1238	Meta'	Atlantic-Congo	Africa	5.88942	9.87416
mewa1250	Mewati	Indo-European	Eurasia	27.736	76.947
mezq1235	Mezquital Otomi	Otomanguean	North America	20.2274	-99.5564
mfum1238	Southern Mfumte	Atlantic-Congo	Africa	6.6	10.936386
mian1257	Mianmin	Nuclear Trans New Guinea	Papunesia		
mich1243	Michif	Mixed Language	North America	49.1681	-99.9119
mich1245	Michoacán Nahuatl	Uto-Aztecan	North America	18.3412	-103.361
miju1243	Kman	Sino-Tibetan	Eurasia	28.4732	97.0444
mina1268	Minangkabau	Austronesian	Papunesia	4.17	96.25
mind1253	Min Dong Chinese	Sino-Tibetan	Eurasia	26.0	119.5
ming1252	Mingrelian	Kartvelian	Eurasia	42.5129	41.8719
mini1256	Minica Huitoto	Huitotoan	South America	-1.54535	-73.1107
minj1242	Minjangbal	Pama-Nyungan	Australia		
mink1237	Minkin	(isolate or unclassified)	Australia	-17.736653	139.541931
minn1241	Min Nan Chinese	Sino-Tibetan	Eurasia	24.5	118.17
miny1240	Mising	Sino-Tibetan			
mira1251	Mirandese	Indo-European	Eurasia	41.5375	-6.38371
mira1254	Miraña	Boran	South America		
miri1266	Miriwung	Jarrakan	Australia	-16.3596	128.889
mith1236	Mithaka	Pama-Nyungan	Australia	-25.13606725	139.598447
miya1259	Miyako	Japonic	Eurasia	24.7564	125.363
mmaa1238	Mmaala	Atlantic-Congo	Africa	4.52188	11.0599
mman1238	Mmani	Atlantic-Congo	Africa		
mmen1238	Mmen	Atlantic-Congo	Africa	6.43213	10.2541
moch1256	Mochi	Atlantic-Congo	Africa	-3.33743	37.3357
moch1259	Mochica	(isolate or unclassified)	South America	-8.01667	-79.0
moco1246	Mocoví	Guaicuruan	South America	-28.097	-60.4145
mode1248	Modern Greek	Indo-European	Eurasia	42.3224	24.8699
modernaramaicnortheastern		(isolate or unclassified)			
mofu1248	Mofu-Gudur	Afro-Asiatic	Africa	10.567	14.0314
mogh1245	Mogholi	Mongolic	Eurasia	34.2504	62.2802
mogh1246	Moghamo	Atlantic-Congo	Africa		
moke1242	Moken	Austronesian	Eurasia	10.1474	98.6765
mokl1243	Moklen	Austronesian	Eurasia	8.16761	98.3176
mokp1239	Mokpwe	Atlantic-Congo	Africa	4.24178	9.23887
moks1248	Moksha	Uralic	Eurasia	54.1855	42.6728
mola1238	Molale	(isolate or unclassified)	North America	44.556	-122.857
molo1266	Moloko	Afro-Asiatic	Africa	10.7933	14.2521
mong1331	Mongolian	Mongolic	Eurasia		
mong1338	Mongo	Atlantic-Congo	Africa	-1.54228	20.4259
mono1269	Mono (Cameroon)	Atlantic-Congo	Africa	8.78372	14.2254
mono1270	Mono (Democratic Republic of Congo)	Atlantic-Congo	Africa	4.57915	19.8264
morb1239	Mor (Bomberai Peninsula)	(isolate or unclassified)	Papunesia	-2.85747	132.845
mori1268	Mori Bawah	Austronesian	Papunesia	-2.56016	121.37
mori1278	Morisyen	Indo-European	Africa	-20.2613	57.5517
moro1284	Morokodo	Central Sudanic	Africa	5.5103	30.0229
moro1285	Moro	Heibanic	Africa	10.9194	30.2138
moro1292	Moroccan Arabic	Afro-Asiatic	Africa	32.5	-7.5
moru1253	Moru	Central Sudanic	Africa	5.1232	30.3287
